WKT,ID,CLASSE,NATURE,GRAPHIE
"MULTIPOINT ((6.14358978344931 45.4150861965518))",CONSLINE0000000058492025,Construction linéaire,Pont,pont sarret
"MULTIPOINT ((5.74925858215252 44.8192044130467))",CONSLINE0000000007531351,Construction linéaire,Pont,pont de la scie
"MULTIPOINT ((5.34676333309755 45.0603761658801))",CONSLINE0000000007530649,Construction linéaire,Pont,pont picard
"MULTIPOINT ((5.9185280795401 44.78096657459))",CONSLINE0000000007531444,Construction linéaire,Pont,pont du mas
"MULTIPOINT ((5.72565391150491 45.249491520331))",CONSLINE0000000007528716,Construction linéaire,Pont,pont de quaix
"MULTIPOINT ((6.1058291686058 45.3807707848004))",CONSLINE0000000007526679,Construction linéaire,Pont,pont de la pelouse
"MULTIPOINT ((5.95109757771717 44.9145563923915))",CONSLINE0000000256893037,Construction linéaire,Pont,pont des ayes
"MULTIPOINT ((5.33700437203583 45.1247798459594))",CONSLINE0000000007529982,Construction linéaire,Pont,pont des carmes
"MULTIPOINT ((5.50394016058418 45.0702732637936))",CONSLINE0000000007530520,Construction linéaire,Pont,pont de valchevrière
"MULTIPOINT ((5.62619022888885 45.2482750334633))",CONSLINE0000002005879174,Construction linéaire,Pont,pont de l'eyrard
"MULTIPOINT ((5.66597566381853 45.0397444987041))",CONSLINE0000000007530703,Construction linéaire,Pont,viaducs du crozet
"MULTIPOINT ((5.42300479477453 45.1955416183192))",CONSLINE0000000007529328,Construction linéaire,Pont,pont de trellins
"MULTIPOINT ((6.09290350612849 44.86831157772))",CONSLINE0000000007531174,Construction linéaire,Pont,pont de la bonne
"MULTIPOINT ((5.88477253631967 44.7509411001851))",CONSLINE0000000007531526,Construction linéaire,Pont,pont de la baume
"MULTIPOINT ((5.88477253631967 44.7509411001851))",CONSLINE0000000007531526,Construction linéaire,Pont,pont de la beaume
"MULTIPOINT ((5.69804441205524 44.9614008048213))",CONSLINE0000000007530945,Construction linéaire,Pont,pont des broudes
"MULTIPOINT ((5.85362104949351 45.4118953267278))",CONSLINE0000000007526446,Construction linéaire,Pont,pont durand
"MULTIPOINT ((6.04159166524627 44.9053007708076))",CONSLINE0000000007531054,Construction linéaire,Pont,pont du moulin
"MULTIPOINT ((5.74199880481681 45.2481852517108))",CONSLINE0000000007528712,Construction linéaire,Pont,pont de vence
"MULTIPOINT ((6.0946048626015 45.3825909230165))",CONSLINE0000000007526683,Construction linéaire,Pont,pont du veyton
"MULTIPOINT ((5.85024629126841 45.0542039791373))",CONSLINE0000000007530545,Construction linéaire,Pont,pont de gavet
"MULTIPOINT ((5.80913832560548 45.340477176788))",CONSLINE0000000007527356,Construction linéaire,Pont,pont du couzon
"MULTIPOINT ((5.52849698121926 45.1311473260583))",CONSLINE0000000007529846,Construction linéaire,Pont,pont du cotel
"MULTIPOINT ((5.62255936539031 44.7839188094988))",CONSLINE0000000007531486,Construction linéaire,Pont,viaduc de casseire
"MULTIPOINT ((5.52064025518708 45.0846724024378))",CONSLINE0000000007530354,Construction linéaire,Pont,pont des olivets
"MULTIPOINT ((5.86977498534987 44.8067247871646))",CONSLINE0000000007531379,Construction linéaire,Pont,pont de la scie
"MULTIPOINT ((5.96697402065728 44.830499430856))",CONSLINE0000000007531284,Construction linéaire,Pont,pont de gournier
"MULTIPOINT ((6.00352494212845 45.4355325226069))",CONSLINE0000000007525988,Construction linéaire,Pont,pont de la gache
"MULTIPOINT ((6.29302931646439 44.9546357806525))",CONSLINE0000000007530874,Construction linéaire,Pont,passerelle du plaret gény
"MULTIPOINT ((5.46758056876879 45.2076466621972))",CONSLINE0000000294653391,Construction linéaire,Pont,pont de saint-gervais
"MULTIPOINT ((5.98039958729734 45.3423269188715))",CONSLINE0000000007527280,Construction linéaire,Pont,pont du chanet
"MULTIPOINT ((5.66299655039639 45.2118619418493))",CONSLINE0000000007529104,Construction linéaire,Pont,passerelle des fleurs
"MULTIPOINT ((5.93291593915175 45.2655305941763))",CONSLINE0000000007528477,Construction linéaire,Pont,pont de ribot
"MULTIPOINT ((6.04575814949345 45.1532216913996))",CONSLINE0000000007529459,Construction linéaire,Pont,pont rattier
"MULTIPOINT ((5.95485754392088 44.8946366718948))",CONSLINE0000000256893021,Construction linéaire,Pont,pont des roberts
"MULTIPOINT ((5.70797153802524 44.8679542202799))",CONSLINE0000000206249357,Construction linéaire,Pont,passerelle himalayenne du drac
"MULTIPOINT ((5.63247252812979 45.0614171017512))",CONSLINE0000000007530512,Construction linéaire,Pont,pont du batou
"MULTIPOINT ((5.74345357345433 45.0831871972606))",CONSLINE0000000252503341,Construction linéaire,Pont,ancien pont de champ
"MULTIPOINT ((5.69564918705874 44.9856532827577))",CONSLINE0000000007530871,Construction linéaire,Pont,viaduc du pivon
"MULTIPOINT ((5.90646242001108 45.2842677470054))",CONSLINE0000000007528175,Construction linéaire,Pont,pont de pierre
"MULTIPOINT ((5.67316617754585 44.8215880426671))",CONSLINE0000000007531364,Construction linéaire,Pont,pont de sandon
"MULTIPOINT ((6.09990784684419 45.4190696335291))",CONSLINE0000000007526162,Construction linéaire,Pont,pont de bens
"MULTIPOINT ((5.68361725937392 45.207708662322))",CONSLINE0000000252527421,Construction linéaire,Pont,pont des martyrs
"MULTIPOINT ((5.62273290924161 44.98395344274))",CONSLINE0000000007530873,Construction linéaire,Pont,pont de cassoulet
"MULTIPOINT ((6.04807381585124 45.1304125021537))",CONSLINE0000000007529724,Construction linéaire,Pont,viaduc de l'eau d'olle
"MULTIPOINT ((5.63510470060005 44.9454804656236))",CONSLINE0000000332674113,Construction linéaire,Pont,pont naturel de l'oule
"MULTIPOINT ((5.7102998044909 45.1581058402569))",CONSLINE0000000007529566,Construction linéaire,Pont,pont léon fournier
"MULTIPOINT ((5.70310340618167 45.1889809410409))",CONSLINE0000000296075541,Construction linéaire,Pont,pont du drac
"MULTIPOINT ((5.36531957227226 45.1235062986214))",CONSLINE0000000007529981,Construction linéaire,Pont,ponceau de rousset
"MULTIPOINT ((5.96491463445605 45.4688357989079))",CONSLINE0000000007525670,Construction linéaire,Pont,pont des éparres
"MULTIPOINT ((5.74374932366982 44.817762533803))",CONSLINE0000000007531352,Construction linéaire,Pont,pont du moulin de galay
"MULTIPOINT ((5.96018181963025 44.857869345592))",CONSLINE0000000256893043,Construction linéaire,Pont,pont de la tape
"MULTIPOINT ((5.66528077363345 45.2185356339319))",CONSLINE0000000291271839,Construction linéaire,Pont,passerelle du bac
"MULTIPOINT ((5.81085880368955 45.304237601105))",CONSLINE0000000292935328,Construction linéaire,Pont,pont de soler
"MULTIPOINT ((5.86869910711986 44.8944445020862))",CONSLINE0000000007531100,Construction linéaire,Pont,pont du prêtre
"MULTIPOINT ((5.89567934092867 45.0094014119323))",CONSLINE0000000007530773,Construction linéaire,Pont,pont des mortes
"MULTIPOINT ((5.76138819873792 45.0702291134092))",CONSLINE0000000015313038,Construction linéaire,Pont,pont pasteur
"MULTIPOINT ((5.6986699682864 44.9605045508597))",CONSLINE0000000007530946,Construction linéaire,Pont,pont de la rivoire
"MULTIPOINT ((5.68803015814664 45.0869525996764))",CONSLINE0000000007530279,Construction linéaire,Pont,pont de la gresse
"MULTIPOINT ((5.95259255287523 44.8227250446612))",CONSLINE0000000007531300,Construction linéaire,Pont,pont du moulin
"MULTIPOINT ((5.64684499365023 44.7552027204406))",CONSLINE0000000007531538,Construction linéaire,Pont,viaduc de côte-rote
"MULTIPOINT ((5.90328624944099 45.2796278984484))",CONSLINE0000000007528299,Construction linéaire,Pont,pont de fer
"MULTIPOINT ((6.14530347855087 44.9620861195472))",CONSLINE0000000007530877,Construction linéaire,Pont,passerelle du moulin
"MULTIPOINT ((5.99421986921832 45.0581914838584))",CONSLINE0000000256893030,Construction linéaire,Pont,le pontet
"MULTIPOINT ((5.76982246392637 45.0572316968245))",CONSLINE0000000014420558,Construction linéaire,Pont,pont de mésage
"MULTIPOINT ((5.66793306922216 45.2133820122821))",CONSLINE0000000007529106,Construction linéaire,Pont,passerelle de l'ovalie
"MULTIPOINT ((5.9992905002218 45.4469052586213))",CONSLINE0000000007525911,Construction linéaire,Pont,pont du furet
"MULTIPOINT ((5.96755925730215 44.9471545121717))",CONSLINE0000000007530968,Construction linéaire,Pont,pont du gas
"MULTIPOINT ((5.9385942494129 45.2704237530575))",CONSLINE0000000217024703,Construction linéaire,Pont,pont de la bourduire
"MULTIPOINT ((5.66015233428361 45.2078926527572))",CONSLINE0000000007529180,Construction linéaire,Pont,passerelle du lavoir
"MULTIPOINT ((5.55679641730249 45.0952706995876))",CONSLINE0000000007530225,Construction linéaire,Pont,pont des aniers
"MULTIPOINT ((5.94297265641892 44.9002112877104))",CONSLINE0000000007531070,Construction linéaire,Pont,pont battant
"MULTIPOINT ((5.77872388900545 45.3494391628424))",CONSLINE0000000256892752,Construction linéaire,Pont,pont du trou de l'âne
"MULTIPOINT ((5.68005317424355 45.3248466991371))",CONSLINE0000000007527676,Construction linéaire,Pont,pont de grépy
"MULTIPOINT ((5.76572094254193 45.4367865964716))",CONSLINE0000000007526105,Construction linéaire,Pont,pont saint-christophe
"MULTIPOINT ((5.79129752231305 45.2217972619072))",CONSLINE0000000007528931,Construction linéaire,Pont,pont de jaillières
"MULTIPOINT ((5.88558539790299 45.1650720911322))",CONSLINE0000000007529423,Construction linéaire,Pont,pont rajas
"MULTIPOINT ((5.88558539790299 45.1650720911322))",CONSLINE0000000007529423,Construction linéaire,Pont,pont rajat
"MULTIPOINT ((6.2957744085444 44.9686610075058))",CONSLINE0000002006316808,Construction linéaire,Pont,passerelle de pierre brune
"MULTIPOINT ((5.64194460468492 45.2076159075483))",CONSLINE0000000334968285,Construction linéaire,Pont,pont charvet
"MULTIPOINT ((5.61328966669978 44.8606587298759))",CONSLINE0000000007531256,Construction linéaire,Pont,pont de saint-michel
"MULTIPOINT ((5.98785278495295 45.4773842065187))",CONSLINE0000000007525606,Construction linéaire,Pont,pont royal
"MULTIPOINT ((5.71148047071045 44.7721291832459))",CONSLINE0000000007531496,Construction linéaire,Pont,pont de vareilles
"MULTIPOINT ((5.89424499535389 45.2287619276324))",CONSLINE0000000338608017,Construction linéaire,Pont,pont du martinet
"MULTIPOINT ((5.80489574811097 45.4247883714856))",CONSLINE0000000007526338,Construction linéaire,Pont,passerelle du frou
"MULTIPOINT ((5.2793086065943 45.1116688544711))",CONSLINE0000000007530162,Construction linéaire,Pont,pont de la sône
"MULTIPOINT ((5.75252061947399 45.4350715794328))",CONSLINE0000000012595035,Construction linéaire,Pont,pont du 19 mars 1962
"MULTIPOINT ((5.73065219925539 45.194872967815))",CONSLINE0000000007529225,Construction linéaire,Pont,pont de la citadelle
"MULTIPOINT ((5.88054509779518 45.0028171011633))",CONSLINE0000000007530794,Construction linéaire,Pont,pont des echauds
"MULTIPOINT ((5.78482078655268 45.3507004269099))",CONSLINE0000000007527292,Construction linéaire,Pont,pont saint-pierre
"MULTIPOINT ((5.33317567325248 45.121398261517))",CONSLINE0000000007530054,Construction linéaire,Pont,pont des chaussières
"MULTIPOINT ((5.90060167877351 45.2513724959318))",CONSLINE0000000227831649,Construction linéaire,Pont,pont de vinrz
"MULTIPOINT ((5.94855928132938 45.2939412810134))",CONSLINE0000000007528044,Construction linéaire,Pont,pont de l'école
"MULTIPOINT ((6.0328494641993 44.9014240283253))",CONSLINE0000000007531055,Construction linéaire,Pont,pont de la scie
"MULTIPOINT ((5.92272411324294 45.2756154190667))",CONSLINE0000000007528296,Construction linéaire,Pont,pont de reverchat
"MULTIPOINT ((5.82182078252765 45.0376718301004))",CONSLINE0000000007530682,Construction linéaire,Pont,pont de la gorge
"MULTIPOINT ((5.81229866396926 45.1631538917211))",CONSLINE0000000256892941,Construction linéaire,Pont,pont de maupas
"MULTIPOINT ((5.7335900509592 45.1972552777513))",CONSLINE0000000007529230,Construction linéaire,Pont,pont de chartreuse
"MULTIPOINT ((5.70056667460508 45.1563544053021))",CONSLINE0000000007529584,Construction linéaire,Pont,pont nord
"MULTIPOINT ((5.49690298577719 45.242758673718))",CONSLINE0000000007528829,Construction linéaire,Pont,pont rouge
"MULTIPOINT ((5.91618048008801 45.0091849178586))",CONSLINE0000000333584356,Construction linéaire,Pont,pont de comboursière
"MULTIPOINT ((5.70530843215655 45.27716431101))",CONSLINE0000000007528399,Construction linéaire,Pont,pont du gua
"MULTIPOINT ((6.17751093682378 44.9509652618909))",CONSLINE0000000007530891,Construction linéaire,Pont,pont des granges
"MULTIPOINT ((6.16667495972451 45.10811657688))",CONSLINE0000000007529880,Construction linéaire,Pont,pont ferrand
"MULTIPOINT ((5.79468115290259 44.8835796463313))",CONSLINE0000000007531158,Construction linéaire,Pont,pont du flat
"MULTIPOINT ((5.92800051164769 45.2712793348662))",CONSLINE0000000007528379,Construction linéaire,Pont,pont de cassat
"MULTIPOINT ((5.49793209406707 45.1773963104377))",CONSLINE0000000007529443,Construction linéaire,Pont,pont chabert
"MULTIPOINT ((5.85595392993418 45.3787162787058))",CONSLINE0000000202675465,Construction linéaire,Pont,pont de malissard
"MULTIPOINT ((5.9315545014433 44.8267328975661))",CONSLINE0000000007531302,Construction linéaire,Pont,pont des faures
"MULTIPOINT ((5.67637965594982 44.7872309635926))",CONSLINE0000000007531453,Construction linéaire,Pont,pont de corden
"MULTIPOINT ((6.07051854948756 45.2773456564162))",CONSLINE0000000351429966,Construction linéaire,Pont,pont de la sauge
"MULTIPOINT ((5.77320462009329 44.8726308365729))",CONSLINE0000000007531209,Construction linéaire,Pont,pont de cognet
"MULTIPOINT ((5.9307035516646 45.2685422797083))",CONSLINE0000000007528378,Construction linéaire,Pont,pont de mazaretiers
"MULTIPOINT ((5.67722772853416 44.8728169451655))",CONSLINE0000000038784663,Construction linéaire,Pont,paserelle himalayenne de l'ebron
"MULTIPOINT ((5.92479681108286 44.897511077177))",CONSLINE0000000007531093,Construction linéaire,Pont,pont des fayettes
"MULTIPOINT ((5.58764273637062 44.9606037154485))",CONSLINE0000000007530955,Construction linéaire,Pont,pont mendrant
"MULTIPOINT ((6.08107345294646 44.993227747441))",CONSLINE0000000007530809,Construction linéaire,Pont,pont des ougiers
"MULTIPOINT ((6.06958325973201 45.1317137732218))",CONSLINE0000000256893025,Construction linéaire,Pont,pont du gay
"MULTIPOINT ((5.94730551327085 44.9094512192063))",CONSLINE0000000007531056,Construction linéaire,Pont,pont vieux
"MULTIPOINT ((5.71742730016665 44.8135072913844))",CONSLINE0000000007531383,Construction linéaire,Pont,pont de foreyre
"MULTIPOINT ((5.70939691126842 45.3666651606493))",CONSLINE0000000256892757,Construction linéaire,Pont,passerelle du fournel
"MULTIPOINT ((6.02079661030595 45.0811064424571))",CONSLINE0000000007530191,Construction linéaire,Pont,les trois ponts
"MULTIPOINT ((5.76973151321242 45.3094514217565))",CONSLINE0000000256892755,Construction linéaire,Pont,pont des cottaves
"MULTIPOINT ((5.59657136579715 44.8310700489655))",CONSLINE0000000252613335,Construction linéaire,Pont,viaduc de darne
"MULTIPOINT ((5.75262711910918 44.8211505183306))",CONSLINE0000000011804469,Construction linéaire,Pont,pont de carton
"MULTIPOINT ((5.87318943733909 44.8120968192454))",CONSLINE0000002007669673,Construction linéaire,Pont,pont de bagarre
"MULTIPOINT ((5.86952713179285 45.2731714358506))",CONSLINE0000000007528390,Construction linéaire,Pont,pont de bernin
"MULTIPOINT ((5.81627131029506 45.4187599645265))",CONSLINE0000000007526337,Construction linéaire,Pont,pont du riou brigoud
"MULTIPOINT ((5.56731240108307 45.0617859482939))",CONSLINE0000000256893034,Construction linéaire,Pont,pont de l'amour
"MULTIPOINT ((5.74834626339241 45.3525569264406))",CONSLINE0000002150237581,Construction linéaire,Tunnel,tunnel de la galère
"MULTIPOINT ((5.6767400345422 44.7466121112206))",CONSLINE0000002150243524,Construction linéaire,Tunnel,tunnel de deveys
"MULTIPOINT ((5.69742579799606 44.9863255219493))",CONSLINE0000002150245492,Construction linéaire,Tunnel,tunnel des ripeaux
"MULTIPOINT ((5.74580486928058 45.3676100046561))",CONSLINE0000002150240883,Construction linéaire,Tunnel,tunnel du sourd
"MULTIPOINT ((6.1325850643592 45.0469697026296))",CONSLINE0000002150238421,Construction linéaire,Tunnel,clos du freney
"MULTIPOINT ((5.64362046236161 44.7699800728579))",CONSLINE0000002150243670,Construction linéaire,Tunnel,tunnel de la renardière
"MULTIPOINT ((6.0424859981443 45.0318293624178))",CONSLINE0000002150238549,Construction linéaire,Tunnel,tunnel de forissier
"MULTIPOINT ((5.69383877807955 44.9633973582708))",CONSLINE0000002150245485,Construction linéaire,Tunnel,tunnel des broudes
"MULTIPOINT ((6.12260660698617 45.1054726422729))",CONSLINE0000002102100137,Construction linéaire,Barrage,retenue de l'herpie
"MULTIPOINT ((5.31823255025177 45.1209235566402))",CONSLINE0000000007530056,Construction linéaire,Barrage,barrage de beauvoir
"MULTIPOINT ((5.62007305156985 45.1793821766575))",CONSLINE0000000332273081,Construction linéaire,Barrage,barrage d'engins
"MULTIPOINT ((5.86442985395001 45.278052380567))",CONSLINE0000000221281576,Construction linéaire,Mur,digue du fragnes
"MULTIPOINT ((5.68528959840387 45.0497209224475))",CONSLINE0000002150239160,Construction linéaire,Tunnel,tunnel du petit brion
"MULTIPOINT ((5.74120642692551 45.1916240121208))",CONSLINE0000000335229200,Construction linéaire,Pont,pont du sablon
"MULTIPOINT ((5.78286257301436 44.9139740278651))",CONSLINE0000000007531059,Construction linéaire,Pont,pont de la maladière
"MULTIPOINT ((6.13266168590766 45.372342825197))",CONSLINE0000002004565706,Construction linéaire,Pont,pont haut
"MULTIPOINT ((5.36529061561539 45.1541182734526))",CONSLINE0000002000930749,Construction linéaire,Pont,pont d'izeron
"MULTIPOINT ((6.13263873944924 45.3723894262762))",CONSLINE0000000007526790,Construction linéaire,Pont,pont haut
"MULTIPOINT ((5.70236997480411 45.2078843467736))",CONSLINE0000000353674426,Construction linéaire,Pont,pont d'oxford
"MULTIPOINT ((5.70094563933696 45.154000991655))",CONSLINE0000000007529688,Construction linéaire,Pont,pont de la viscose
"MULTIPOINT ((5.69619706302157 45.1205210193099))",CONSLINE0000000007529902,Construction linéaire,Pont,pont lesdiguières
"MULTIPOINT ((5.66936349666288 44.8255487453288))",CONSLINE0000000007531331,Construction linéaire,Pont,pont de parassat
"MULTIPOINT ((5.47869647071273 45.1871202478955))",CONSLINE0000000007529392,Construction linéaire,Pont,passerelle de la gaffe
"MULTIPOINT ((5.74268706895251 45.1917029652776))",CONSLINE0000000335229199,Construction linéaire,Pont,pont du sablon
"MULTIPOINT ((5.87310505435211 45.2713837941797))",CONSLINE0000000007528391,Construction linéaire,Pont,pont du plâtre
"MULTIPOINT ((6.05425479962646 45.1452355341725))",CONSLINE0000000007529519,Construction linéaire,Pont,pont du goulet
"MULTIPOINT ((5.47896535770055 45.1870935570247))",CONSLINE0000000335353333,Construction linéaire,Pont,passerelle de la gaffe
"MULTIPOINT ((5.70230680291078 45.2078957860644))",CONSLINE0000000353674425,Construction linéaire,Pont,pont d'oxford
"MULTIPOINT ((5.76505436943564 45.2350727544227))",CONSLINE0000002150243109,Construction linéaire,Tunnel,galerie du saint-eynard
"MULTIPOINT ((5.76613520339012 45.2352937659441))",CONSLINE0000002150243108,Construction linéaire,Tunnel,galerie du saint-eynard
"MULTIPOINT ((5.64607978298466 44.9424135253943))",CONSLINE0000002150239692,Construction linéaire,Tunnel,tunnel du sinard
"MULTIPOINT ((5.64607978298466 44.9424135253943))",CONSLINE0000002150239692,Construction linéaire,Tunnel,tunnel de sinard
"MULTIPOINT ((5.68617200770705 45.0542825605952))",CONSLINE0000002150241597,Construction linéaire,Tunnel,tunnel du petit brion
"MULTIPOINT ((5.64245106230104 44.9342398473635))",CONSLINE0000002150239693,Construction linéaire,Tunnel,tunnel du sinard
"MULTIPOINT ((5.64245106230104 44.9342398473635))",CONSLINE0000002150239693,Construction linéaire,Tunnel,tunnel de sinard
"MULTIPOINT ((5.87154531446447 45.0718179207498))",CONSLINE0000000007530324,Construction linéaire,Barrage,barrage de gavet
"MULTIPOINT ((5.87179014360097 45.0719800934899))",CONSLINE0000000007530325,Construction linéaire,Barrage,barrage de gavet
"MULTIPOINT ((5.28051846609993 45.0612522821238))",CONSLINE0000000007530661,Construction linéaire,Pont,pont de manne
"MULTIPOINT ((5.70018287487969 45.1801201274991))",CONSSURF0000000007535698,Construction surfacique,Pont,pont de catane
"MULTIPOINT ((5.83365981152054 45.2045083695562))",CONSSURF0000000007535672,Construction surfacique,Pont,pont des moines
"MULTIPOINT ((5.74117193291303 45.2005655517449))",CONSSURF0000000007535681,Construction surfacique,Pont,pont de l'île verte
"MULTIPOINT ((5.74288394746489 45.1899867518829))",CONSSURF0000000007535691,Construction surfacique,Pont,pont de la porte de savoie
"MULTIPOINT ((5.69931805276717 45.1589946399129))",CONSSURF0000000293093481,Construction surfacique,Pont,pont du rondeau
"MULTIPOINT ((5.70192050258363 45.1896924966851))",CONSSURF0000000293486442,Construction surfacique,Pont,pont esclandon
"MULTIPOINT ((5.73089355546927 45.088131523807))",CONSSURF0000000291042155,Construction surfacique,Pont,pont de champ
"MULTIPOINT ((6.11535716135716 45.2058633802112))",CONSSURF0000000290085077,Construction surfacique,Barrage,barrage de grand-maison
"MULTIPOINT ((6.13758456647495 45.0462810455932))",CONSSURF0000000007535707,Construction surfacique,Barrage,barrage du chambon
"MULTIPOINT ((5.80370137641755 44.876705751812))",CONSSURF0000000007535716,Construction surfacique,Barrage,barrage de saint-pierre-cognet
"MULTIPOINT ((6.07115201664181 45.0300387296116))",CONSSURF0000000007535709,Construction surfacique,Barrage,barrage du clapier
"MULTIPOINT ((6.04247560528166 45.1293611208406))",CONSSURF0000000007535704,Construction surfacique,Barrage,barrage du verney
"MULTIPOINT ((5.68749455823962 45.006010856765))",CONSSURF0000000007535712,Construction surfacique,Barrage,barrage de notre-dame-de-commiers
"MULTIPOINT ((5.68856114534855 44.9615035164675))",CONSSURF0000000007535713,Construction surfacique,Barrage,barrage de monteynard-avignonet
"MULTIPOINT ((5.6830145723909 45.2294507427849))",CONSSURF0000002002707500,Construction surfacique,Pont,pont de vence
"MULTIPOINT ((5.72010319874276 45.1926745091703))",CONSSURF0000002002707275,Construction surfacique,Pont,pont de la porte de france
"MULTIPOINT ((5.72010319874276 45.1926745091703))",CONSSURF0000002002707275,Construction surfacique,Pont,pont kofi-annan
"MULTIPOINT ((5.63876959603209 44.9311553999966))",CONSSURF0000000293044120,Construction surfacique,Pont,viaduc de monestier
"MULTIPOINT ((5.67567815195022 45.145583069946))",CIMETIER0000000007532068,Cimetière,Civil,cimetière des garlettes
"MULTIPOINT ((5.73962310056285 45.194497754428))",CIMETIER0000000007532027,Cimetière,Civil,cimetière saint-roch
"MULTIPOINT ((5.97411547662801 44.8380533359013))",CIMETIER0000000007532198,Cimetière,Militaire étranger,cimetière canadien des accidentés de l'obiou
"MULTIPOINT ((5.70197148940305 45.0406686059195))",CIMETIER0000000007532136,Cimetière,Civil,cimetière saint-georges
"MULTIPOINT ((5.7446185940536 45.1938858228049))",CIMETIER0000000007532028,Cimetière,Civil,cimetière du grand sablon
"MULTIPOINT ((5.7067326162487 45.0280955875542))",CIMETIER0000000007532140,Cimetière,Civil,cimetière saint-pierre
"MULTIPOINT ((5.64287689071701 45.1751435212808))",CIMETIER0000000357330792,Cimetière,Militaire,mémorial de la resistance
"MULTIPOINT ((5.72572332648796 45.0651420650381))",CIMETIER0000000007532122,Cimetière,Civil,cimetière de fond fraîche
"MULTIPOINT ((5.73388051322825 45.073193766696))",CIMETIER0000000007532114,Cimetière,Civil,cimetière du sert
"MULTIPOINT ((5.80576625369585 45.2277835577034))",CIMETIER0000000007532002,Cimetière,Civil,le paradis
